"r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
0.0986838075949343,0.0852979235493145,1.65881499625644,7.37222937675351,0.000103329945741206,3,-394.538984180582,799.077968361163,815.717349205111,555.83677274466,202,206
